CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Timestamp,Hour,DayOfWeek,Month,IsWeekend,NOx_NO2_Ratio,Temp_Humidity,CO_Lag1
1.8,1110.0,275.0,10.9,1012.0,91.0,720.0,96.0,1725.0,905.0,38.8,24.7,1.6772,2004-08-10 18:00:00,18.0,1.0,8.0,0,0.9479165679253575,958.3599999999999,1.8
1.7,1118.0,275.0,10.6,999.0,69.0,706.0,79.0,1766.0,878.0,34.7,35.9,1.9528,2004-08-10 19:00:00,19.0,1.0,8.0,0,0.8734176109597961,1245.73,1.8
1.7,1136.0,275.0,9.7,967.0,65.0,703.0,67.0,1801.0,927.0,32.3,43.6,2.07,2004-08-10 20:00:00,20.0,1.0,8.0,0,0.9701491089329688,1408.28,1.7
1.6,1106.0,275.0,8.6,924.0,58.0,725.0,62.0,1757.0,910.0,30.7,48.1,2.0821,2004-08-10 21:00:00,21.0,1.0,8.0,0,0.9354837200832709,1476.67,1.7
1.7,1151.0,275.0,10.2,984.0,67.0,678.0,64.0,1823.0,1024.0,29.5,50.6,2.0492,2004-08-10 22:00:00,22.0,1.0,8.0,0,1.0468748364258067,1492.7,1.6
1.8,1144.0,275.0,10.5,997.0,64.0,669.0,63.0,1816.0,1021.0,28.8,52.0,2.0297,2004-08-10 23:00:00,23.0,1.0,8.0,0,1.0158728546233564,1497.6000000000001,1.7
1.5,1118.0,275.0,8.8,930.0,65.0,697.0,60.0,1748.0,1027.0,28.2,55.0,2.0697,2004-08-11 00:00:00,0.0,2.0,8.0,0,1.0833331527778078,1551.0,1.8
1.2,1066.0,275.0,6.6,839.0,47.0,740.0,49.0,1700.0,993.0,27.2,59.1,2.0997,2004-08-11 01:00:00,1.0,2.0,8.0,0,0.9591834777176576,1607.52,1.5
0.8,991.0,275.0,5.3,778.0,29.0,797.0,36.0,1665.0,910.0,26.7,60.7,2.0977,2004-08-11 02:00:00,2.0,2.0,8.0,0,0.8055553317901856,1620.69,1.2
0.5,906.0,275.0,3.0,650.0,22.5,961.0,30.0,1581.0,768.0,26.9,60.3,2.1074,2004-08-11 03:00:00,3.0,2.0,8.0,0,0.7499997500000833,1622.07,0.8
0.5,903.0,275.0,3.2,662.0,16.0,932.0,24.0,1590.0,760.0,26.4,61.6,2.0931,2004-08-11 04:00:00,4.0,2.0,8.0,0,0.6666663888890046,1626.24,0.5
0.7,941.0,275.0,3.5,685.0,50.0,895.0,32.0,1632.0,834.0,25.9,63.6,2.102,2004-08-11 05:00:00,5.0,2.0,8.0,0,1.5624995117189024,1647.24,0.5
1.1,1074.0,275.0,7.2,866.0,78.0,717.0,42.0,1768.0,1075.0,26.1,63.7,2.117,2004-08-11 06:00:00,6.0,2.0,8.0,0,1.8571424149660916,1662.5700000000002,0.7
1.4,1114.0,275.0,9.5,958.0,89.0,663.0,42.0,1836.0,1167.0,26.8,60.5,2.1008,2004-08-11 07:00:00,7.0,2.0,8.0,0,2.1190471145125915,1621.4,1.1
1.7,1162.0,275.0,11.1,1019.0,97.0,622.0,51.0,1904.0,1178.0,27.9,56.5,2.0895,2004-08-11 08:00:00,8.0,2.0,8.0,0,1.9019604113803115,1576.35,1.4
1.8,1165.0,275.0,9.7,967.0,93.0,651.0,58.0,1825.0,1120.0,29.8,51.1,2.1054,2004-08-11 09:00:00,9.0,2.0,8.0,0,1.6034479994055173,1522.78,1.7
1.8,1179.0,275.0,9.5,957.0,105.0,680.0,67.0,1819.0,1131.0,33.6,41.0,2.0995,2004-08-11 10:00:00,10.0,2.0,8.0,0,1.567163945199411,1377.6000000000001,1.8
1.7,1144.0,275.0,8.3,913.0,89.0,715.0,68.0,1782.0,972.0,35.1,38.1,2.1144,2004-08-11 11:00:00,11.0,2.0,8.0,0,1.3088233369377444,1337.3100000000002,1.8
1.3,1066.0,275.0,6.0,813.0,63.0,792.0,56.0,1657.0,764.0,36.2,34.9,2.0578,2004-08-11 12:00:00,12.0,2.0,8.0,0,1.1249997991071787,1263.38,1.7
1.3,1056.0,275.0,5.8,802.0,52.0,824.0,47.0,1620.0,670.0,38.0,30.7,2.0022,2004-08-11 13:00:00,13.0,2.0,8.0,0,1.1063827433228206,1166.6,1.3
1.0,995.0,275.0,5.1,769.0,48.0,882.0,46.0,1576.0,615.0,36.6,30.8,1.8617,2004-08-11 14:00:00,14.0,2.0,8.0,0,1.0434780340265142,1127.28,1.3
1.0,967.0,275.0,4.5,740.0,50.0,926.0,50.0,1526.0,557.0,38.8,25.4,1.7282,2004-08-11 15:00:00,15.0,2.0,8.0,0,0.99999980000004,985.5199999999999,1.0
1.4,1048.0,275.0,6.6,839.0,80.0,845.0,65.0,1607.0,700.0,38.7,25.8,1.7426,2004-08-11 16:00:00,16.0,2.0,8.0,0,1.2307690414201473,998.4600000000002,1.0
1.6,1092.0,275.0,8.0,901.0,78.0,777.0,69.0,1691.0,734.0,37.4,29.9,1.8848,2004-08-11 17:00:00,17.0,2.0,8.0,0,1.1304346187775913,1118.26,1.4
1.4,1056.0,275.0,7.6,883.0,64.0,799.0,63.0,1672.0,684.0,36.2,31.1,1.8371,2004-08-11 18:00:00,18.0,2.0,8.0,0,1.0158728546233564,1125.8200000000002,1.6
1.7,1100.0,275.0,10.1,982.0,84.0,720.0,69.0,1760.0,823.0,33.8,34.5,1.7788,2004-08-11 19:00:00,19.0,2.0,8.0,0,1.2173911279143292,1166.1,1.4
1.4,1057.0,275.0,7.8,890.0,72.0,778.0,57.0,1701.0,801.0,31.4,40.7,1.8377,2004-08-11 20:00:00,20.0,2.0,8.0,0,1.2631576731302327,1277.98,1.7
1.5,1068.0,275.0,8.4,917.0,70.0,736.0,59.0,1728.0,916.0,30.8,45.0,1.9733,2004-08-11 21:00:00,21.0,2.0,8.0,0,1.1864404768744954,1386.0,1.4
1.4,1050.0,275.0,7.7,887.0,59.0,770.0,54.0,1696.0,820.0,29.4,50.0,2.0181,2004-08-11 22:00:00,22.0,2.0,8.0,0,1.0925923902606685,1470.0,1.5
1.5,1074.0,275.0,7.6,884.0,63.0,764.0,57.0,1726.0,838.0,28.1,54.1,2.029,2004-08-11 23:00:00,23.0,2.0,8.0,0,1.1052629639889535,1520.21,1.4
1.6,1053.0,275.0,7.9,895.0,58.0,745.0,46.0,1727.0,882.0,27.3,57.8,2.0646,2004-08-12 00:00:00,0.0,3.0,8.0,0,1.2608692911153714,1577.94,1.5
1.2,1003.0,275.0,6.3,825.0,68.0,794.0,65.0,1716.0,801.0,26.7,60.6,2.0942,2004-08-12 01:00:00,1.0,3.0,8.0,0,1.0461536852071254,1618.02,1.6
0.9,933.0,275.0,3.8,701.0,57.0,906.0,62.0,1638.0,690.0,25.9,64.5,2.1247,2004-08-12 02:00:00,2.0,3.0,8.0,0,0.9193546904266627,1670.55,1.2
0.6,869.0,275.0,2.4,614.0,36.0,1001.0,43.5,1565.0,674.0,25.6,63.5,2.0566,2004-08-12 03:00:00,3.0,3.0,8.0,0,0.8275860166468927,1625.6000000000001,0.9
0.6499999999999999,864.0,275.0,2.5,617.0,15.0,1027.0,25.0,1561.0,622.0,26.7,61.0,2.101,2004-08-12 04:00:00,4.0,3.0,8.0,0,0.599999760000096,1628.7,0.6
0.7,931.0,275.0,4.2,721.0,47.0,888.0,37.0,1651.0,799.0,25.8,64.6,2.1195,2004-08-12 05:00:00,5.0,3.0,8.0,0,1.2702699269540736,1666.6799999999998,0.6499999999999999
0.7,921.0,275.0,4.5,738.0,39.0,893.0,41.0,1623.0,818.0,26.5,60.6,2.063,2004-08-12 06:00:00,6.0,3.0,8.0,0,0.9512192801904193,1605.9,0.7
1.7,1139.0,275.0,11.0,1013.0,87.0,672.0,60.0,1932.0,1034.0,26.4,61.7,2.0929,2004-08-12 07:00:00,7.0,3.0,8.0,0,1.4499997583333735,1628.8799999999999,0.7
2.2,1205.0,275.0,14.1,1118.0,122.0,585.0,65.0,2019.0,1189.0,27.5,60.1,2.1719,2004-08-12 08:00:00,8.0,3.0,8.0,0,1.8769227881657249,1652.75,1.7
1.9,1126.0,275.0,9.5,957.0,122.0,694.0,71.0,1841.0,1034.0,29.4,53.1,2.1362,2004-08-12 09:00:00,9.0,3.0,8.0,0,1.7183096171394905,1561.1399999999999,2.2
1.5,1066.0,275.0,6.9,855.0,101.0,803.0,61.0,1712.0,929.0,33.4,39.9,2.0177,2004-08-12 10:00:00,10.0,3.0,8.0,0,1.6557374334856665,1332.6599999999999,1.9
1.6,1069.0,275.0,7.2,867.0,92.0,785.0,65.0,1717.0,880.0,33.2,39.2,1.9642,2004-08-12 11:00:00,11.0,3.0,8.0,0,1.4153843976331695,1301.4400000000003,1.5
1.3,975.0,275.0,5.5,788.0,70.0,851.0,54.0,1629.0,701.0,34.5,35.1,1.8856,2004-08-12 12:00:00,12.0,3.0,8.0,0,1.296296056241471,1210.95,1.6
1.1,955.0,275.0,5.1,766.0,58.0,898.0,58.0,1597.0,620.0,37.1,30.5,1.8962,2004-08-12 13:00:00,13.0,3.0,8.0,0,0.9999998275862366,1131.55,1.3
1.0,949.0,275.0,5.0,764.0,44.0,898.0,56.0,1579.0,573.0,35.9,32.1,1.8697,2004-08-12 14:00:00,14.0,3.0,8.0,0,0.7857141454081883,1152.39,1.1
1.0,941.0,275.0,5.6,792.0,44.0,897.0,60.0,1582.0,544.0,37.3,28.0,1.7537,2004-08-12 15:00:00,15.0,3.0,8.0,0,0.7333332111111315,1044.3999999999999,1.0
1.1,942.0,275.0,5.7,800.0,52.0,877.0,69.0,1567.0,581.0,38.1,26.3,1.7252,2004-08-12 16:00:00,16.0,3.0,8.0,0,0.753623079185061,1002.0300000000001,1.0
1.3,974.0,275.0,7.0,855.0,53.0,836.0,67.0,1607.0,610.0,37.1,27.2,1.6844,2004-08-12 17:00:00,17.0,3.0,8.0,0,0.791044658053036,1009.12,1.1
1.5,1012.0,275.0,8.1,904.0,65.0,794.0,79.0,1653.0,695.0,35.2,31.2,1.7485,2004-08-12 18:00:00,18.0,3.0,8.0,0,0.8227847059766195,1098.24,1.3
1.6,1017.0,275.0,8.7,929.0,67.0,772.0,86.0,1702.0,709.0,32.1,38.7,1.819,2004-08-12 19:00:00,19.0,3.0,8.0,0,0.7790696768523632,1242.2700000000002,1.5
1.5,1006.0,275.0,7.9,896.0,67.0,797.0,79.0,1697.0,736.0,30.3,45.1,1.9129,2004-08-12 20:00:00,20.0,3.0,8.0,0,0.8481011584682078,1366.53,1.6
1.3,1008.0,275.0,7.5,878.0,53.0,792.0,67.0,1691.0,722.0,29.3,50.2,2.0127,2004-08-12 21:00:00,21.0,3.0,8.0,0,0.791044658053036,1470.8600000000001,1.5
1.2,989.0,275.0,6.0,814.0,53.0,845.0,65.0,1657.0,680.0,28.6,53.7,2.0691,2004-08-12 22:00:00,22.0,3.0,8.0,0,0.8153844899408477,1535.8200000000002,1.3
1.6,1080.0,275.0,8.5,920.0,60.0,739.0,67.0,1761.0,772.0,27.8,57.4,2.1107,2004-08-12 23:00:00,23.0,3.0,8.0,0,0.8955222543996635,1595.72,1.2
1.4,1033.0,275.0,7.0,856.0,60.0,774.0,62.0,1736.0,769.0,27.4,59.4,2.1395,2004-08-13 00:00:00,0.0,4.0,8.0,0,0.9677417793964871,1627.56,1.6
1.1,968.0,275.0,5.6,794.0,39.0,836.0,48.0,1688.0,654.0,27.2,59.3,2.1059,2004-08-13 01:00:00,1.0,4.0,8.0,0,0.8124998307292018,1612.9599999999998,1.4
0.7,853.0,275.0,2.6,626.0,22.0,1045.0,33.0,1557.0,516.0,26.7,61.0,2.1005,2004-08-13 02:00:00,2.0,4.0,8.0,0,0.6666664646465258,1628.7,1.1
0.4,810.0,275.0,1.5,544.0,14.5,1264.0,22.0,1485.0,447.0,26.0,62.7,2.0737,2004-08-13 03:00:00,3.0,4.0,8.0,0,0.6590906095042685,1630.2,0.7
0.5,817.0,275.0,1.7,558.0,7.0,1232.0,11.0,1485.0,452.0,25.4,63.1,2.0184,2004-08-13 04:00:00,4.0,4.0,8.0,0,0.6363630578517656,1602.74,0.4
0.5,840.0,275.0,2.0,586.0,25.0,1154.0,34.0,1499.0,492.0,26.1,60.3,2.012,2004-08-13 05:00:00,5.0,4.0,8.0,0,0.7352939013841466,1573.83,0.5
0.8,940.0,275.0,4.0,709.0,47.0,956.0,52.0,1641.0,588.0,25.2,67.1,2.1164,2004-08-13 06:00:00,6.0,4.0,8.0,0,0.9038459800296191,1690.9199999999998,0.5
1.6,1076.0,275.0,8.6,924.0,101.0,720.0,80.0,1806.0,909.0,26.0,61.9,2.0511,2004-08-13 07:00:00,7.0,4.0,8.0,0,1.2624998421875198,1609.3999999999999,0.8
1.6,1086.0,275.0,10.1,981.0,100.0,688.0,86.0,1818.0,1007.0,27.0,57.5,2.0183,2004-08-13 08:00:00,8.0,4.0,8.0,0,1.1627905624662136,1552.5,1.6
1.4,1031.0,275.0,8.7,929.0,79.0,759.0,77.0,1722.0,809.0,30.5,44.4,1.9076,2004-08-13 09:00:00,9.0,4.0,8.0,0,1.0259738927306632,1354.2,1.6
1.5,1016.0,275.0,7.9,896.0,91.0,766.0,93.0,1704.0,820.0,33.4,35.1,1.781,2004-08-13 10:00:00,10.0,4.0,8.0,0,0.9784945184414496,1172.34,1.4
1.2,953.0,275.0,5.8,801.0,83.0,868.0,109.0,1573.0,657.0,35.7,29.0,1.6716,2004-08-13 11:00:00,11.0,4.0,8.0,0,0.7614678200488239,1035.3000000000002,1.5
1.1,918.0,275.0,5.3,779.0,65.0,896.0,89.0,1537.0,551.0,35.8,27.7,1.6041,2004-08-13 12:00:00,12.0,4.0,8.0,0,0.7303369965913487,991.6599999999999,1.2
0.8,892.0,275.0,4.2,724.0,55.0,971.0,71.0,1490.0,511.0,36.3,27.4,1.6264,2004-08-13 13:00:00,13.0,4.0,8.0,0,0.7746477782186227,994.6199999999999,1.1
0.7,841.0,275.0,3.3,673.0,40.0,1061.0,56.0,1394.0,451.0,33.6,28.8,1.4695,2004-08-13 14:00:00,14.0,4.0,8.0,0,0.7142855867347166,967.6800000000001,0.8
0.7,799.0,275.0,4.0,709.0,48.0,1078.0,68.0,1332.0,462.0,35.2,20.5,1.1418,2004-08-13 15:00:00,15.0,4.0,8.0,0,0.7058822491349633,721.6,0.7
0.7,838.0,275.0,4.3,726.0,46.0,1056.0,61.0,1382.0,440.0,35.0,22.4,1.2371,2004-08-13 16:00:00,16.0,4.0,8.0,0,0.7540982370330759,784.0,0.7
1.0,870.0,275.0,4.6,745.0,54.0,998.0,70.0,1400.0,472.0,34.0,25.2,1.314,2004-08-13 17:00:00,17.0,4.0,8.0,0,0.7714284612245055,856.8,0.7
1.0,892.0,275.0,5.1,771.0,55.0,965.0,76.0,1465.0,494.0,32.0,28.2,1.3204,2004-08-13 18:00:00,18.0,4.0,8.0,0,0.7236841153047217,902.4,1.0
1.2,926.0,275.0,5.9,805.0,60.0,901.0,78.0,1511.0,524.0,29.4,34.4,1.3899,2004-08-13 19:00:00,19.0,4.0,8.0,0,0.7692306706114524,1011.3599999999999,1.0
1.1,919.0,275.0,5.7,796.0,62.0,870.0,80.0,1538.0,560.0,28.1,41.1,1.535,2004-08-13 20:00:00,20.0,4.0,8.0,0,0.7749999031250121,1154.91,1.2
1.0,932.0,275.0,4.7,746.0,51.0,912.0,71.0,1528.0,534.0,26.9,47.5,1.6595,2004-08-13 21:00:00,21.0,4.0,8.0,0,0.7183097579845411,1277.75,1.1
1.2,957.0,275.0,5.1,767.0,57.0,867.0,74.0,1534.0,577.0,26.6,50.4,1.724,2004-08-13 22:00:00,22.0,4.0,8.0,0,0.7702701661797072,1340.64,1.0
1.4,994.0,275.0,5.9,806.0,72.0,830.0,90.0,1580.0,674.0,25.9,52.9,1.7478,2004-08-13 23:00:00,23.0,4.0,8.0,0,0.799999911111121,1370.11,1.2
1.3,984.0,275.0,5.6,795.0,63.0,838.0,78.0,1570.0,676.0,25.4,54.6,1.7483,2004-08-14 00:00:00,0.0,5.0,8.0,1,0.807692204142025,1386.84,1.4
1.0,919.0,275.0,4.5,737.0,49.0,899.0,63.0,1534.0,611.0,25.1,55.7,1.7471,2004-08-14 01:00:00,1.0,5.0,8.0,1,0.7777776543210072,1398.0700000000002,1.3
0.6,847.0,275.0,2.5,618.0,30.0,1075.0,42.0,1442.0,529.0,25.1,55.3,1.733,2004-08-14 02:00:00,2.0,5.0,8.0,1,0.7142855442177275,1388.03,1.0
0.4,802.0,275.0,1.7,559.0,24.0,1232.0,34.5,1414.0,478.0,25.0,56.0,1.7428,2004-08-14 03:00:00,3.0,5.0,8.0,1,0.6956519722747906,1400.0,0.6
0.4,795.0,275.0,1.8,569.0,18.0,1178.0,27.0,1426.0,497.0,25.2,55.0,1.7405,2004-08-14 04:00:00,4.0,5.0,8.0,1,0.6666664197531779,1386.0,0.4
0.4,809.0,275.0,1.9,578.0,22.0,1170.0,29.0,1445.0,513.0,25.6,53.5,1.7291,2004-08-14 05:00:00,5.0,5.0,8.0,1,0.7586204280619213,1369.6000000000001,0.4
0.5,835.0,275.0,2.6,626.0,39.0,1088.0,41.0,1471.0,563.0,24.7,55.9,1.7114,2004-08-14 06:00:00,6.0,5.0,8.0,1,0.9512192801904193,1380.73,0.4
1.1,967.0,275.0,6.3,826.0,68.0,821.0,61.0,1639.0,822.0,24.0,57.2,1.6835,2004-08-14 07:00:00,7.0,5.0,8.0,1,1.1147539156141122,1372.8000000000002,0.5
1.2,969.0,275.0,6.8,849.0,84.0,800.0,68.0,1626.0,890.0,25.0,53.2,1.663,2004-08-14 08:00:00,8.0,5.0,8.0,1,1.2352939359861859,1330.0,1.1
0.9,913.0,275.0,4.7,749.0,54.0,911.0,58.0,1535.0,742.0,28.0,43.4,1.6162,2004-08-14 09:00:00,9.0,5.0,8.0,1,0.9310343222354617,1215.2,1.2
0.9,933.0,275.0,4.7,748.0,51.0,948.0,52.0,1551.0,629.0,31.6,35.5,1.6269,2004-08-14 10:00:00,10.0,5.0,8.0,1,0.9807690421597995,1121.8,0.9
1.0,922.0,275.0,4.0,712.0,52.0,924.0,57.0,1494.0,609.0,35.0,29.0,1.6017,2004-08-14 11:00:00,11.0,5.0,8.0,1,0.912280541705168,1015.0,0.9
0.8,914.0,275.0,4.3,726.0,44.0,959.0,51.0,1496.0,534.0,35.3,27.6,1.5512,2004-08-14 12:00:00,12.0,5.0,8.0,1,0.8627449288735433,974.28,1.0
0.8,873.0,275.0,3.8,699.0,47.0,999.0,53.0,1413.0,528.0,36.2,24.1,1.4235,2004-08-14 13:00:00,13.0,5.0,8.0,1,0.8867922855108895,872.4200000000001,0.8
0.7,831.0,275.0,3.4,676.0,37.0,1041.0,49.0,1350.0,463.0,34.8,24.5,1.3373,2004-08-14 14:00:00,14.0,5.0,8.0,1,0.7551018867139007,852.5999999999999,0.8
0.7,840.0,275.0,3.6,685.0,33.0,1051.0,44.0,1339.0,462.0,38.2,19.6,1.2915,2004-08-14 15:00:00,15.0,5.0,8.0,1,0.7499998295454933,748.7200000000001,0.7
0.7,874.0,275.0,3.6,686.0,36.0,1032.0,48.0,1402.0,501.0,38.9,20.3,1.382,2004-08-14 16:00:00,16.0,5.0,8.0,1,0.7499998437500325,789.67,0.7
0.7,896.0,275.0,3.6,687.0,33.0,1006.0,46.0,1438.0,493.0,36.9,27.1,1.6683,2004-08-14 17:00:00,17.0,5.0,8.0,1,0.7173911483932286,999.99,0.7
0.9,964.0,275.0,5.1,769.0,40.0,873.0,56.0,1546.0,572.0,35.2,32.1,1.7898,2004-08-14 18:00:00,18.0,5.0,8.0,1,0.7142855867347166,1129.92,0.7
1.2,1001.0,275.0,6.6,838.0,56.0,801.0,73.0,1614.0,668.0,32.0,38.2,1.788,2004-08-14 19:00:00,19.0,5.0,8.0,1,0.7671231825858653,1222.4,0.9
1.4,1005.0,275.0,7.3,868.0,71.0,779.0,85.0,1633.0,771.0,29.8,41.8,1.7269,2004-08-14 20:00:00,20.0,5.0,8.0,1,0.8352940193771742,1245.6399999999999,1.2
1.2,979.0,275.0,6.1,818.0,57.0,797.0,72.0,1590.0,732.0,28.2,45.9,1.7272,2004-08-14 21:00:00,21.0,5.0,8.0,1,0.7916665567129783,1294.3799999999999,1.4
1.0,935.0,275.0,5.2,774.0,43.0,825.0,53.0,1562.0,687.0,27.1,48.2,1.7075,2004-08-14 22:00:00,22.0,5.0,8.0,1,0.8113206016376223,1306.2200000000003,1.2
0.9,939.0,275.0,4.9,758.0,40.0,858.0,47.0,1544.0,664.0,26.7,49.5,1.7048,2004-08-14 23:00:00,23.0,5.0,8.0,1,0.851063648709862,1321.6499999999999,1.0
0.7,878.0,275.0,3.5,684.0,26.0,947.0,37.0,1475.0,588.0,26.1,50.8,1.6917,2004-08-15 00:00:00,0.0,6.0,8.0,1,0.7027025127831046,1325.88,0.9
0.5,848.0,275.0,3.0,650.0,24.0,989.0,34.0,1479.0,610.0,25.7,52.5,1.7077,2004-08-15 01:00:00,1.0,6.0,8.0,1,0.7058821453287807,1349.25,0.7
0.5,826.0,275.0,2.7,631.0,24.0,1028.0,33.0,1473.0,593.0,24.8,55.4,1.7054,2004-08-15 02:00:00,2.0,6.0,8.0,1,0.7272725068871191,1373.92,0.5
0.4,804.0,275.0,2.2,597.0,21.0,1077.0,30.0,1454.0,566.0,23.8,57.5,1.6723,2004-08-15 03:00:00,3.0,6.0,8.0,1,0.6999997666667445,1368.5,0.5
0.4,789.0,275.0,2.0,584.0,18.0,1107.0,27.0,1457.0,571.0,22.4,62.2,1.6648,2004-08-15 04:00:00,4.0,6.0,8.0,1,0.6666664197531779,1393.28,0.4
0.4,785.0,275.0,2.4,612.0,18.0,1054.0,27.0,1443.0,614.0,22.5,61.8,1.6654,2004-08-15 05:00:00,5.0,6.0,8.0,1,0.6666664197531779,1390.5,0.4
0.4,772.0,275.0,2.0,584.0,19.0,1149.0,27.0,1414.0,566.0,22.7,59.2,1.6139,2004-08-15 06:00:00,6.0,6.0,8.0,1,0.7037034430727989,1343.84,0.4
0.5,796.0,275.0,2.5,623.0,22.0,1064.0,28.0,1425.0,594.0,23.0,58.4,1.6223,2004-08-15 07:00:00,7.0,6.0,8.0,1,0.7857140051021411,1343.2,0.4
0.7,875.0,275.0,3.5,682.0,34.0,983.0,36.0,1457.0,611.0,23.9,56.3,1.6489,2004-08-15 08:00:00,8.0,6.0,8.0,1,0.9444441820988382,1345.57,0.5
1.1,955.0,275.0,6.0,811.0,61.0,841.0,59.0,1562.0,759.0,26.3,50.1,1.6889,2004-08-15 09:00:00,9.0,6.0,8.0,1,1.0338981298477745,1317.63,0.7
1.0,938.0,275.0,5.3,778.0,46.0,896.0,56.0,1520.0,700.0,32.1,34.0,1.6039,2004-08-15 10:00:00,10.0,6.0,8.0,1,0.8214284247449241,1091.4,1.1
1.2,954.0,275.0,6.3,826.0,56.0,870.0,70.0,1531.0,691.0,35.8,25.7,1.4861,2004-08-15 11:00:00,11.0,6.0,8.0,1,0.799999885714302,920.06,1.0
1.1,875.0,275.0,4.8,753.0,31.0,978.0,36.0,1402.0,579.0,38.3,19.8,1.3067,2004-08-15 12:00:00,12.0,6.0,8.0,1,0.8611108719136467,758.3399999999999,1.2
0.6,810.0,275.0,3.2,664.0,11.0,1123.0,17.0,1312.0,478.0,37.3,20.5,1.286,2004-08-15 13:00:00,13.0,6.0,8.0,1,0.6470584429067983,764.65,1.1
0.4,746.0,275.0,2.6,624.0,8.0,1227.0,14.0,1209.0,410.0,36.3,18.4,1.0976,2004-08-15 14:00:00,14.0,6.0,8.0,1,0.5714281632655976,667.9199999999998,0.6
0.4,738.0,275.0,2.4,610.0,14.0,1281.0,24.0,1204.0,404.0,36.8,16.9,1.0347,2004-08-15 15:00:00,15.0,6.0,8.0,1,0.583333090277879,621.9199999999998,0.4
0.5,771.0,275.0,3.0,652.0,21.0,1223.0,36.0,1239.0,440.0,37.9,15.9,1.0296,2004-08-15 16:00:00,16.0,6.0,8.0,1,0.5833331712963412,602.61,0.4
0.6,799.0,275.0,3.1,658.0,26.0,1216.0,43.0,1254.0,461.0,36.7,17.1,1.0398,2004-08-15 17:00:00,17.0,6.0,8.0,1,0.6046510221741809,627.57,0.5
0.8,831.0,275.0,3.4,679.0,37.0,1143.0,60.0,1291.0,526.0,33.8,21.9,1.1303,2004-08-15 18:00:00,18.0,6.0,8.0,1,0.616666563888906,740.2199999999999,0.6
1.0,885.0,275.0,4.6,743.0,53.0,1016.0,81.0,1379.0,647.0,32.6,24.6,1.1885,2004-08-15 19:00:00,19.0,6.0,8.0,1,0.654320906873962,801.96,0.8
1.1,883.0,275.0,4.4,731.0,56.0,988.0,87.0,1384.0,693.0,30.6,28.4,1.2247,2004-08-15 20:00:00,20.0,6.0,8.0,1,0.6436780869335532,869.04,1.0
1.1,906.0,275.0,5.5,790.0,51.0,936.0,85.0,1430.0,729.0,29.4,30.5,1.2288,2004-08-15 21:00:00,21.0,6.0,8.0,1,0.5999999294117729,896.6999999999999,1.1
1.6,982.0,275.0,8.2,906.0,79.0,784.0,91.0,1561.0,1002.0,28.4,34.4,1.314,2004-08-15 22:00:00,22.0,6.0,8.0,1,0.8681317727327722,976.9599999999999,1.1
0.9,892.0,275.0,5.0,766.0,38.0,880.0,55.0,1399.0,797.0,28.3,34.1,1.2951,2004-08-15 23:00:00,23.0,6.0,8.0,1,0.690908965289279,965.0300000000001,1.6
0.7,841.0,275.0,4.0,711.0,25.0,956.0,42.0,1367.0,685.0,27.8,35.2,1.2968,2004-08-16 00:00:00,0.0,0.0,8.0,0,0.5952379535147729,978.5600000000001,0.9
0.7,859.0,275.0,3.7,693.0,24.0,988.0,43.0,1377.0,710.0,25.3,39.7,1.2656,2004-08-16 01:00:00,1.0,0.0,8.0,0,0.5581394050838593,1004.4100000000001,0.7
0.5,810.0,275.0,3.1,657.0,11.0,1016.0,20.0,1337.0,629.0,24.5,41.5,1.2589,2004-08-16 02:00:00,2.0,0.0,8.0,0,0.5499997250001375,1016.75,0.7
0.4,759.0,275.0,1.8,566.0,13.5,1175.0,21.5,1267.0,503.0,24.8,39.8,1.2231,2004-08-16 03:00:00,3.0,0.0,8.0,0,0.6279066846945652,987.04,0.5
0.3,749.0,275.0,1.5,543.0,16.0,1238.0,23.0,1244.0,462.0,23.3,41.9,1.1856,2004-08-16 04:00:00,4.0,0.0,8.0,0,0.6956518714557081,976.27,0.4
0.4,766.0,275.0,2.4,616.0,43.0,1163.0,43.0,1306.0,530.0,21.5,45.6,1.1558,2004-08-16 05:00:00,5.0,0.0,8.0,0,0.9999997674419144,980.4,0.3
0.9,865.0,275.0,5.4,783.0,86.0,893.0,68.0,1446.0,838.0,21.3,47.0,1.1793,2004-08-16 06:00:00,6.0,0.0,8.0,0,1.2647056963668093,1001.1,0.4
1.3,924.0,275.0,8.5,920.0,92.0,767.0,62.0,1534.0,946.0,22.2,45.0,1.1867,2004-08-16 07:00:00,7.0,0.0,8.0,0,1.4838707284079469,999.0,0.9
1.6,973.0,275.0,10.9,1010.0,102.0,722.0,65.0,1616.0,1014.0,23.6,40.8,1.1746,2004-08-16 08:00:00,8.0,0.0,8.0,0,1.569230527810688,962.88,1.3
2.1,1028.0,275.0,12.0,1048.0,171.0,719.0,93.0,1624.0,1135.0,27.1,32.4,1.1462,2004-08-16 09:00:00,9.0,0.0,8.0,0,1.838709479708658,878.04,1.6
2.0,979.0,275.0,10.6,999.0,148.0,796.0,110.0,1515.0,1027.0,33.4,20.1,1.0142,2004-08-16 10:00:00,10.0,0.0,8.0,0,1.345454423140507,671.34,2.1
